"date","nationality","state","arrivals","year","country","continent","latitude","longitude"
2021-04-01,"TUR","Selangor",27,"2021","Turkey","Asia",3.072751,101.423454
2021-04-01,"TWN","Johor",2,"2021","Taiwan","Asia",1.527549,103.745476
2021-04-01,"TWN","Pulau Pinang",15,"2021","Taiwan","Asia",5.285153,100.456238
2021-04-01,"TWN","Sarawak",2,"2021","Taiwan","Asia",1.5575,110.3439
2021-04-01,"TWN","Selangor",89,"2021","Taiwan","Asia",3.072751,101.423454
2021-04-01,"TZA","Selangor",32,"2021","Tanzania","Africa",3.072751,101.423454
2021-04-01,"UGA","Selangor",9,"2021","Uganda","Africa",3.072751,101.423454
2021-04-01,"UKR","Johor",8,"2021","Ukraine","Europe",1.527549,103.745476
2021-04-01,"UKR","Selangor",63,"2021","Ukraine","Europe",3.072751,101.423454
2021-04-01,"USA","Pulau Pinang",4,"2021","United States","North America",5.285153,100.456238
2021-04-01,"USA","Sarawak",2,"2021","United States","North America",1.5575,110.3439
2021-04-01,"USA","Selangor",164,"2021","United States","North America",3.072751,101.423454
2021-04-01,"UZB","Selangor",13,"2021","Uzbekistan","Asia",3.072751,101.423454
2021-04-01,"VEN","Selangor",2,"2021","Venezuela","South America",3.072751,101.423454
2021-04-01,"VNM","Johor",1,"2021","Vietnam","Asia",1.527549,103.745476
2021-04-01,"VNM","Pulau Pinang",1,"2021","Vietnam","Asia",5.285153,100.456238
2021-04-01,"VNM","Selangor",118,"2021","Vietnam","Asia",3.072751,101.423454
2021-04-01,"YEM","Selangor",96,"2021","Yemen","Asia",3.072751,101.423454
2021-04-01,"ZAF","Johor",2,"2021","South Africa","Africa",1.527549,103.745476
2021-04-01,"ZAF","Selangor",41,"2021","South Africa","Africa",3.072751,101.423454
2021-04-01,"ZMB","Selangor",15,"2021","Zambia","Africa",3.072751,101.423454
2021-04-01,"ZWE","Selangor",12,"2021","Zimbabwe","Africa",3.072751,101.423454
2021-05-01,"AFG","Selangor",26,"2021","Afghanistan","Asia",3.072751,101.423454
2021-05-01,"ALB","Selangor",1,"2021","Albania","Europe",3.072751,101.423454
2021-05-01,"ARE","Selangor",11,"2021","United Arab Emirates","Asia",3.072751,101.423454
2021-05-01,"ARG","Selangor",6,"2021","Argentina","South America",3.072751,101.423454
2021-05-01,"ARM","Selangor",1,"2021","Armenia","Asia",3.072751,101.423454
2021-05-01,"AUS","Pulau Pinang",1,"2021","Australia","Oceania",5.285153,100.456238
2021-05-01,"AUS","Selangor",77,"2021","Australia","Oceania",3.072751,101.423454
2021-05-01,"AUT","Sarawak",1,"2021","Austria","Europe",1.5575,110.3439
2021-05-01,"AUT","Selangor",10,"2021","Austria","Europe",3.072751,101.423454
2021-05-01,"AZE","Selangor",4,"2021","Azerbaijan","Asia",3.072751,101.423454
2021-05-01,"BDI","Selangor",5,"2021","Burundi","Africa",3.072751,101.423454
2021-05-01,"BEL","Selangor",7,"2021","Belgium","Europe",3.072751,101.423454
2021-05-01,"BGD","Johor",2,"2021","Bangladesh","Asia",1.527549,103.745476
2021-05-01,"BGD","Selangor",98,"2021","Bangladesh","Asia",3.072751,101.423454
2021-05-01,"BGR","Selangor",17,"2021","Bulgaria","Europe",3.072751,101.423454
2021-05-01,"BHR","Selangor",2,"2021","Bahrain","Asia",3.072751,101.423454
2021-05-01,"BIH","Selangor",2,"2021","Bosnia and Herzegovina","Europe",3.072751,101.423454
2021-05-01,"BLR","Selangor",1,"2021","Belarus","Europe",3.072751,101.423454
2021-05-01,"BRA","Selangor",20,"2021","Brazil","South America",3.072751,101.423454
2021-05-01,"BRN","Sarawak",265,"2021","Brunei","Asia",1.5575,110.3439
2021-05-01,"BRN","Selangor",24,"2021","Brunei","Asia",3.072751,101.423454
2021-05-01,"BRN","W.P. Labuan",1,"2021","Brunei","Asia",5.3,115.22
2021-05-01,"BWA","Selangor",2,"2021","Botswana","Africa",3.072751,101.423454
2021-05-01,"CAF","Selangor",1,"2021","Central African Republic","Africa",3.072751,101.423454
2021-05-01,"CAN","Selangor",28,"2021","Canada","North America",3.072751,101.423454
2021-05-01,"CHE","Selangor",11,"2021","Switzerland","Europe",3.072751,101.423454
2021-05-01,"CHL","Selangor",1,"2021","Chile","South America",3.072751,101.423454
2021-05-01,"CHN","Johor",29,"2021","China","Asia",1.527549,103.745476
2021-05-01,"CHN","Pulau Pinang",2,"2021","China","Asia",5.285153,100.456238
2021-05-01,"CHN","Sabah",3,"2021","China","Asia",5.420404,116.796783
2021-05-01,"CHN","Sarawak",206,"2021","China","Asia",1.5575,110.3439
2021-05-01,"CHN","Selangor",1261,"2021","China","Asia",3.072751,101.423454
2021-05-01,"CIV","Selangor",2,"2021","Cote dIvoire","Africa",3.072751,101.423454
2021-05-01,"CMR","Selangor",1,"2021","Cameroon","Africa",3.072751,101.423454
2021-05-01,"COD","Selangor",1,"2021","DR Congo","Africa",3.072751,101.423454
2021-05-01,"COL","Selangor",4,"2021","Colombia","South America",3.072751,101.423454
2021-05-01,"COM","Selangor",4,"2021","Comoros","Africa",3.072751,101.423454
2021-05-01,"CRI","Selangor",37,"2021","Costa Rica","North America",3.072751,101.423454
2021-05-01,"CYP","Selangor",3,"2021","Cyprus","Asia",3.072751,101.423454
2021-05-01,"CZE","Selangor",6,"2021","Czech Republic","Europe",3.072751,101.423454
2021-05-01,"DEU","Pulau Pinang",1,"2021","Germany","Europe",5.285153,100.456238
2021-05-01,"DEU","Selangor",67,"2021","Germany","Europe",3.072751,101.423454
2021-05-01,"DJI","Selangor",1,"2021","Djibouti","Africa",3.072751,101.423454
2021-05-01,"DNK","Sarawak",1,"2021","Denmark","Europe",1.5575,110.3439
2021-05-01,"DNK","Selangor",10,"2021","Denmark","Europe",3.072751,101.423454
2021-05-01,"DZA","Selangor",4,"2021","Algeria","Africa",3.072751,101.423454
2021-05-01,"ECU","Selangor",2,"2021","Ecuador","South America",3.072751,101.423454
2021-05-01,"EGY","Sabah",1,"2021","Egypt","Africa",5.420404,116.796783
2021-05-01,"EGY","Selangor",75,"2021","Egypt","Africa",3.072751,101.423454
2021-05-01,"ERI","Selangor",2,"2021","Eritrea","Africa",3.072751,101.423454
2021-05-01,"ESP","Selangor",27,"2021","Spain","Europe",3.072751,101.423454
2021-05-01,"EST","Selangor",4,"2021","Estonia","Europe",3.072751,101.423454
2021-05-01,"ETH","Selangor",8,"2021","Ethiopia ","Africa",3.072751,101.423454
2021-05-01,"FIN","Johor",2,"2021","Finland","Europe",1.527549,103.745476
2021-05-01,"FIN","Selangor",9,"2021","Finland","Europe",3.072751,101.423454
2021-05-01,"FRA","Selangor",80,"2021","France","Europe",3.072751,101.423454
2021-05-01,"GBR","Johor",25,"2021","United Kingdom","Europe",1.527549,103.745476
2021-05-01,"GBR","Pulau Pinang",3,"2021","United Kingdom","Europe",5.285153,100.456238
2021-05-01,"GBR","Selangor",218,"2021","United Kingdom","Europe",3.072751,101.423454
2021-05-01,"GHA","Selangor",8,"2021","Ghana","Africa",3.072751,101.423454
2021-05-01,"GIN","Selangor",6,"2021","Guinea","Africa",3.072751,101.423454
2021-05-01,"GMB","Selangor",2,"2021","Gambia","Africa",3.072751,101.423454
2021-05-01,"GNQ","Selangor",1,"2021","Equatorial Guinea","Africa",3.072751,101.423454
2021-05-01,"GRC","Johor",2,"2021","Greece","Europe",1.527549,103.745476
2021-05-01,"GRC","Selangor",13,"2021","Greece","Europe",3.072751,101.423454
2021-05-01,"HKG","Pulau Pinang",1,"2021","Hong Kong","Asia",5.285153,100.456238
2021-05-01,"HRV","Selangor",43,"2021","Croatia","Europe",3.072751,101.423454
2021-05-01,"HUN","Selangor",4,"2021","Hungary","Europe",3.072751,101.423454
2021-05-01,"IDN","Johor",131,"2021","Indonesia","Asia",1.527549,103.745476
2021-05-01,"IDN","Kedah",6,"2021","Indonesia","Asia",6.155672,100.569649
2021-05-01,"IDN","Perlis",5,"2021","Indonesia","Asia",6.443589,100.216599
2021-05-01,"IDN","Pulau Pinang",35,"2021","Indonesia","Asia",5.285153,100.456238
2021-05-01,"IDN","Sabah",2,"2021","Indonesia","Asia",5.420404,116.796783
2021-05-01,"IDN","Sarawak",336,"2021","Indonesia","Asia",1.5575,110.3439
2021-05-01,"IDN","Selangor",806,"2021","Indonesia","Asia",3.072751,101.423454
2021-05-01,"IDN","Terengganu",4,"2021","Indonesia","Asia",5.3292,103.1361
2021-05-01,"IDN","W.P. Labuan",6,"2021","Indonesia","Asia",5.3,115.22
2021-05-01,"IND","Johor",3,"2021","India","Asia",1.527549,103.745476
2021-05-01,"IND","Selangor",36,"2021","India","Asia",3.072751,101.423454
2021-05-01,"IRL","Selangor",12,"2021","Ireland","Europe",3.072751,101.423454
2021-05-01,"IRN","Johor",2,"2021","Iran","Asia",1.527549,103.745476
2021-05-01,"IRN","Selangor",40,"2021","Iran","Asia",3.072751,101.423454
2021-05-01,"IRQ","Selangor",25,"2021","Iraq","Asia",3.072751,101.423454
2021-05-01,"ITA","Kedah",2,"2021","Italy","Europe",6.155672,100.569649
2021-05-01,"ITA","Selangor",49,"2021","Italy","Europe",3.072751,101.423454
2021-05-01,"JOR","Selangor",45,"2021","Jordan","Asia",3.072751,101.423454
2021-05-01,"JPN","Pulau Pinang",15,"2021","Japan","Asia",5.285153,100.456238
2021-05-01,"JPN","Sarawak",7,"2021","Japan","Asia",1.5575,110.3439
2021-05-01,"JPN","Selangor",459,"2021","Japan","Asia",3.072751,101.423454
2021-05-01,"KAZ","Selangor",15,"2021","Kazakhstan","Asia",3.072751,101.423454
2021-05-01,"KEN","Selangor",37,"2021","Kenya","Africa",3.072751,101.423454
2021-05-01,"KGZ","Selangor",1,"2021","Kyrgyz Republic","Asia",3.072751,101.423454
2021-05-01,"KHM","Perak",1,"2021","Cambodia","Asia",4.69395,101.117577
2021-05-01,"KHM","Pulau Pinang",2,"2021","Cambodia","Asia",5.285153,100.456238
2021-05-01,"KHM","Selangor",9,"2021","Cambodia","Asia",3.072751,101.423454
2021-05-01,"KIR","Johor",11,"2021","Kiribati","Oceania",1.527549,103.745476
2021-05-01,"KOR","Johor",2,"2021","South Korea","Asia",1.527549,103.745476
2021-05-01,"KOR","Pulau Pinang",1,"2021","South Korea","Asia",5.285153,100.456238
2021-05-01,"KOR","Sarawak",12,"2021","South Korea","Asia",1.5575,110.3439
2021-05-01,"KOR","Selangor",291,"2021","South Korea","Asia",3.072751,101.423454
2021-05-01,"KWT","Selangor",1,"2021","Kuwait","Asia",3.072751,101.423454
2021-05-01,"LAO","Selangor",74,"2021","Lao","Asia",3.072751,101.423454
2021-05-01,"LBN","Selangor",4,"2021","Lebanon","Asia",3.072751,101.423454
2021-05-01,"LBR","Selangor",4,"2021","Liberia","Africa",3.072751,101.423454
2021-05-01,"LBY","Selangor",35,"2021","Libya","Africa",3.072751,101.423454
2021-05-01,"LKA","Sarawak",1,"2021","Sri Lanka","Asia",1.5575,110.3439
2021-05-01,"LKA","Selangor",43,"2021","Sri Lanka","Asia",3.072751,101.423454
2021-05-01,"LSO","Selangor",2,"2021","Lesotho","Africa",3.072751,101.423454
2021-05-01,"LTU","Selangor",9,"2021","Lithuania","Europe",3.072751,101.423454
2021-05-01,"LVA","Selangor",3,"2021","Latvia","Europe",3.072751,101.423454
2021-05-01,"MAR","Selangor",7,"2021","Morocco","Africa",3.072751,101.423454
2021-05-01,"MDV","Selangor",103,"2021","Maldives","Asia",3.072751,101.423454
2021-05-01,"MEX","Selangor",11,"2021","Mexico","North America",3.072751,101.423454
2021-05-01,"MKD","Selangor",2,"2021","Macedonia","Europe",3.072751,101.423454
2021-05-01,"MLI","Selangor",1,"2021","Mali","Africa",3.072751,101.423454
2021-05-01,"MLT","Selangor",2,"2021","Malta","Europe",3.072751,101.423454
2021-05-01,"MMR","Johor",9,"2021","Myanmar","Asia",1.527549,103.745476
2021-05-01,"MMR","Selangor",60,"2021","Myanmar","Asia",3.072751,101.423454
2021-05-01,"MNE","Selangor",3,"2021","Montenegro","Europe",3.072751,101.423454
2021-05-01,"MNG","Selangor",3,"2021","Mongolia","Asia",3.072751,101.423454
2021-05-01,"MOZ","Selangor",8,"2021","Mozambique","Africa",3.072751,101.423454
2021-05-01,"MRT","Selangor",3,"2021","Mauritania","Africa",3.072751,101.423454
2021-05-01,"MUS","Selangor",13,"2021","Mauritius","Africa",3.072751,101.423454
2021-05-01,"MWI","Selangor",5,"2021","Malawi","Africa",3.072751,101.423454
2021-05-01,"NAM","Selangor",2,"2021","Namibia","Africa",3.072751,101.423454
2021-05-01,"NGA","Selangor",132,"2021","Nigeria","Africa",3.072751,101.423454
2021-05-01,"NLD","Pulau Pinang",1,"2021","Netherlands","Europe",5.285153,100.456238
2021-05-01,"NLD","Sabah",1,"2021","Netherlands","Europe",5.420404,116.796783
2021-05-01,"NLD","Selangor",38,"2021","Netherlands","Europe",3.072751,101.423454
2021-05-01,"NOR","Sarawak",1,"2021","Norway","Europe",1.5575,110.3439
2021-05-01,"NOR","Selangor",14,"2021","Norway","Europe",3.072751,101.423454
2021-05-01,"NPL","Selangor",74,"2021","Nepal","Asia",3.072751,101.423454
2021-05-01,"NZL","Pulau Pinang",1,"2021","New Zealand","Oceania",5.285153,100.456238
2021-05-01,"NZL","Sarawak",1,"2021","New Zealand","Oceania",1.5575,110.3439
2021-05-01,"NZL","Selangor",6,"2021","New Zealand","Oceania",3.072751,101.423454
2021-05-01,"OMN","Selangor",9,"2021","Oman","Asia",3.072751,101.423454
2021-05-01,"PAK","Pulau Pinang",1,"2021","Pakistan","Asia",5.285153,100.456238
2021-05-01,"PAK","Sabah",1,"2021","Pakistan","Asia",5.420404,116.796783
2021-05-01,"PAK","Selangor",57,"2021","Pakistan","Asia",3.072751,101.423454
2021-05-01,"PAN","Selangor",1,"2021","Panama","North America",3.072751,101.423454
2021-05-01,"PER","Selangor",1,"2021","Peru","South America",3.072751,101.423454
2021-05-01,"PHL","Johor",78,"2021","Philippines","Asia",1.527549,103.745476
2021-05-01,"PHL","Pahang",1,"2021","Philippines","Asia",3.974341,102.438057
2021-05-01,"PHL","Pulau Pinang",2,"2021","Philippines","Asia",5.285153,100.456238
2021-05-01,"PHL","Sabah",2,"2021","Philippines","Asia",5.420404,116.796783
2021-05-01,"PHL","Sarawak",47,"2021","Philippines","Asia",1.5575,110.3439
2021-05-01,"PHL","Selangor",775,"2021","Philippines","Asia",3.072751,101.423454
2021-05-01,"PHL","W.P. Labuan",7,"2021","Philippines","Asia",5.3,115.22
2021-05-01,"PNG","Selangor",1,"2021","Papua New Guinea","Oceania",3.072751,101.423454
2021-05-01,"POL","Selangor",38,"2021","Poland","Europe",3.072751,101.423454
2021-05-01,"PRT","Selangor",8,"2021","Portugal","Europe",3.072751,101.423454
2021-05-01,"PSE","Selangor",18,"2021","Palestine","Asia",3.072751,101.423454
2021-05-01,"QAT","Selangor",3,"2021","Qatar","Asia",3.072751,101.423454
2021-05-01,"ROU","Selangor",36,"2021","Romania","Europe",3.072751,101.423454
2021-05-01,"RUS","Johor",3,"2021","Russia","Europe",1.527549,103.745476
2021-05-01,"RUS","Selangor",64,"2021","Russia","Europe",3.072751,101.423454
2021-05-01,"RWA","Selangor",2,"2021","Rwanda","Africa",3.072751,101.423454
2021-05-01,"SAU","Selangor",61,"2021","Saudi Arabia","Asia",3.072751,101.423454
2021-05-01,"SDN","Selangor",47,"2021","Sudan","Africa",3.072751,101.423454
2021-05-01,"SEN","Selangor",2,"2021","Senegal","Africa",3.072751,101.423454
2021-05-01,"SGP","Johor",139,"2021","Singapore","Asia",1.527549,103.745476
2021-05-01,"SGP","Kedah",1,"2021","Singapore","Asia",6.155672,100.569649
2021-05-01,"SGP","Pahang",2,"2021","Singapore","Asia",3.974341,102.438057
2021-05-01,"SGP","Perak",7,"2021","Singapore","Asia",4.69395,101.117577
2021-05-01,"SGP","Pulau Pinang",13,"2021","Singapore","Asia",5.285153,100.456238
2021-05-01,"SGP","Sabah",1,"2021","Singapore","Asia",5.420404,116.796783
2021-05-01,"SGP","Sarawak",7,"2021","Singapore","Asia",1.5575,110.3439
2021-05-01,"SGP","Selangor",103,"2021","Singapore","Asia",3.072751,101.423454
2021-05-01,"SLE","Selangor",3,"2021","Sierra Leone","Africa",3.072751,101.423454
2021-05-01,"SOM","Selangor",16,"2021","Somalia","Africa",3.072751,101.423454
2021-05-01,"SRB","Selangor",4,"2021","Serbia","Europe",3.072751,101.423454
2021-05-01,"SSD","Selangor",5,"2021","South Sudan","Africa",3.072751,101.423454
2021-05-01,"SVK","Selangor",7,"2021","Slovak Republic","Europe",3.072751,101.423454
2021-05-01,"SVN","Sarawak",1,"2021","Slovenia","Europe",1.5575,110.3439
2021-05-01,"SVN","Selangor",1,"2021","Slovenia","Europe",3.072751,101.423454
2021-05-01,"SWE","Sabah",1,"2021","Sweden","Europe",5.420404,116.796783
2021-05-01,"SWE","Selangor",38,"2021","Sweden","Europe",3.072751,101.423454
2021-05-01,"SYC","Selangor",12,"2021","Seychelles","Africa",3.072751,101.423454
2021-05-01,"SYR","Selangor",29,"2021","Syrian Arab Republic","Asia",3.072751,101.423454
2021-05-01,"TCD","Selangor",3,"2021","Chad","Africa",3.072751,101.423454
2021-05-01,"TGO","Selangor",1,"2021","Togo","Africa",3.072751,101.423454
2021-05-01,"THA","Johor",6,"2021","Thailand","Asia",1.527549,103.745476
2021-05-01,"THA","Kedah",18417,"2021","Thailand","Asia",6.155672,100.569649
2021-05-01,"THA","Kelantan",1,"2021","Thailand","Asia",6.125397,102.238068
2021-05-01,"THA","Perak",1,"2021","Thailand","Asia",4.69395,101.117577
2021-05-01,"THA","Perlis",8612,"2021","Thailand","Asia",6.443589,100.216599
2021-05-01,"THA","Pulau Pinang",37,"2021","Thailand","Asia",5.285153,100.456238
2021-05-01,"THA","Sarawak",12,"2021","Thailand","Asia",1.5575,110.3439
2021-05-01,"THA","Selangor",211,"2021","Thailand","Asia",3.072751,101.423454
2021-05-01,"THA","W.P. Labuan",1,"2021","Thailand","Asia",5.3,115.22
2021-05-01,"TLS","Selangor",1,"2021","Timor-Leste","Asia",3.072751,101.423454
2021-05-01,"TTO","Selangor",1,"2021","Trinidad and Tobago","North America",3.072751,101.423454
2021-05-01,"TUN","Selangor",9,"2021","Tunisia","Africa",3.072751,101.423454
2021-05-01,"TUR","Selangor",15,"2021","Turkey","Asia",3.072751,101.423454
2021-05-01,"TWN","Johor",1,"2021","Taiwan","Asia",1.527549,103.745476
2021-05-01,"TWN","Pulau Pinang",10,"2021","Taiwan","Asia",5.285153,100.456238
2021-05-01,"TWN","Selangor",66,"2021","Taiwan","Asia",3.072751,101.423454
2021-05-01,"TZA","Selangor",16,"2021","Tanzania","Africa",3.072751,101.423454
2021-05-01,"UGA","Selangor",4,"2021","Uganda","Africa",3.072751,101.423454
2021-05-01,"UKR","Johor",2,"2021","Ukraine","Europe",1.527549,103.745476
2021-05-01,"UKR","Selangor",61,"2021","Ukraine","Europe",3.072751,101.423454
2021-05-01,"USA","Pulau Pinang",6,"2021","United States","North America",5.285153,100.456238
2021-05-01,"USA","Sarawak",1,"2021","United States","North America",1.5575,110.3439
2021-05-01,"USA","Selangor",152,"2021","United States","North America",3.072751,101.423454
2021-05-01,"UZB","Selangor",15,"2021","Uzbekistan","Asia",3.072751,101.423454
2021-05-01,"VEN","Selangor",4,"2021","Venezuela","South America",3.072751,101.423454
2021-05-01,"VNM","Pulau Pinang",2,"2021","Vietnam","Asia",5.285153,100.456238
2021-05-01,"VNM","Selangor",107,"2021","Vietnam","Asia",3.072751,101.423454
2021-05-01,"YEM","Selangor",52,"2021","Yemen","Asia",3.072751,101.423454
2021-05-01,"ZAF","Selangor",33,"2021","South Africa","Africa",3.072751,101.423454
2021-05-01,"ZMB","Selangor",11,"2021","Zambia","Africa",3.072751,101.423454
2021-05-01,"ZWE","Selangor",11,"2021","Zimbabwe","Africa",3.072751,101.423454
2021-06-01,"AFG","Selangor",6,"2021","Afghanistan","Asia",3.072751,101.423454
2021-06-01,"ALB","Selangor",1,"2021","Albania","Europe",3.072751,101.423454
2021-06-01,"ARE","Selangor",1,"2021","United Arab Emirates","Asia",3.072751,101.423454
2021-06-01,"ARG","Selangor",7,"2021","Argentina","South America",3.072751,101.423454
2021-06-01,"AUS","Johor",2,"2021","Australia","Oceania",1.527549,103.745476
2021-06-01,"AUS","Pulau Pinang",6,"2021","Australia","Oceania",5.285153,100.456238
2021-06-01,"AUS","Sarawak",1,"2021","Australia","Oceania",1.5575,110.3439
2021-06-01,"AUS","Selangor",46,"2021","Australia","Oceania",3.072751,101.423454
2021-06-01,"AUT","Selangor",8,"2021","Austria","Europe",3.072751,101.423454
2021-06-01,"AZE","Selangor",1,"2021","Azerbaijan","Asia",3.072751,101.423454
2021-06-01,"BEL","Selangor",5,"2021","Belgium","Europe",3.072751,101.423454
2021-06-01,"BGD","Selangor",3,"2021","Bangladesh","Asia",3.072751,101.423454
2021-06-01,"BGR","Selangor",8,"2021","Bulgaria","Europe",3.072751,101.423454
2021-06-01,"BHR","Selangor",1,"2021","Bahrain","Asia",3.072751,101.423454
2021-06-01,"BIH","Selangor",2,"2021","Bosnia and Herzegovina","Europe",3.072751,101.423454
2021-06-01,"BRA","Selangor",15,"2021","Brazil","South America",3.072751,101.423454
2021-06-01,"BRN","Sarawak",308,"2021","Brunei","Asia",1.5575,110.3439
2021-06-01,"BRN","Selangor",8,"2021","Brunei","Asia",3.072751,101.423454
2021-06-01,"CAN","Selangor",29,"2021","Canada","North America",3.072751,101.423454
2021-06-01,"CHE","Selangor",12,"2021","Switzerland","Europe",3.072751,101.423454
2021-06-01,"CHN","Johor",6,"2021","China","Asia",1.527549,103.745476
2021-06-01,"CHN","Pulau Pinang",2,"2021","China","Asia",5.285153,100.456238
2021-06-01,"CHN","Sarawak",77,"2021","China","Asia",1.5575,110.3439
2021-06-01,"CHN","Selangor",727,"2021","China","Asia",3.072751,101.423454
2021-06-01,"CIV","Selangor",1,"2021","Cote dIvoire","Africa",3.072751,101.423454
